,Akkermansia muciniphila [1008],Prevotella timonensis [1058],Prevotella buccalis [1059],Prevotella oralis [1060],unnamed Prevotella sp. oral taxon 299 [1061],unnamed Prevotella sp. oral taxon 317 [1062],unnamed Prevotella sp. oral taxon 472 [1063],Prevotella marshii [1064],Prevotella buccae [1065],Prevotella bergensis [1066],Prevotella dentalis [1067],Prevotella multisaccharivorax [1068],Prevotella nigrescens [1069],Prevotella pallens [1070],Prevotella disiens [1071],Prevotella denticola [1072],Prevotella multiformis [1073],Prevotella melaninogenica [1074],Prevotella veroralis [1075],Prevotella bivia [1076],Prevotella amnii [1077],Prevotella oris [1078],Prevotella salivae [1079],Prevotella oulorum [1080],Prevotella copri [1081],Prevotella bryantii [1082],Prevotella ruminicola [1083],Paraprevotella xylaniphila [1087],Prevotella tannerae [1112],unidentified eubacterium SCB49 [1145],Eubacterium biforme [1275],Eubacterium cylindroides [1276],Eubacterium dolichum [1280],Streptococcus criceti [1371],Streptococcus downei [1372],Streptococcus mutans [1373],Streptococcus macacae [1374],Streptococcus thermophilus [1375],Streptococcus vestibularis [1376],Streptococcus salivarius [1377],unnamed Streptococcus sp. C150 [1378],Streptococcus gallolyticus [1379],Streptococcus infantarius [1380],Streptococcus equinus [1381],Streptococcus equi [1382],Streptococcus parauberis [1383],Streptococcus ictaluri [1384],Streptococcus porcinus [1385],Streptococcus pseudoporcinus [1386],Streptococcus uberis [1387],Streptococcus agalactiae [1388],Streptococcus pyogenes [1389],Streptococcus dysgalactiae [1390],Streptococcus urinalis [1391],Streptococcus suis [1392],Streptococcus anginosus [1393],Streptococcus anginosus [1394],Streptococcus constellatus [1395],Streptococcus cristatus [1396],Streptococcus sanguinis [1397],Streptococcus gordonii [1398],unnamed Streptococcus sp. oral taxon 056 [1399],Streptococcus pneumoniae [1400],Streptococcus pseudopneumoniae [1401],Streptococcus mitis [1402],Streptococcus mitis [1403],Streptococcus mitis [1404],unnamed Streptococcus sp. M334 [1405],Streptococcus mitis [1406],unnamed Streptococcus sp. M143 [1407],Streptococcus mitis [1408],Streptococcus mitis [1409],Streptococcus oralis [1410],Streptococcus oralis [1411],Streptococcus sanguinis [1412],unnamed Streptococcus sp. oral taxon 071 [1413],Streptococcus mitis [1414],Streptococcus infantis [1415],Streptococcus infantis [1416],Streptococcus infantis [1417],Streptococcus infantis [1418],Streptococcus peroris [1419],Streptococcus australis [1420],Streptococcus parasanguinis [1421],Fusobacterium gonidiaformans [1476],unnamed Fusobacterium sp. D12 [1477],Fusobacterium periodonticum [1478],Fusobacterium nucleatum [1479],Fusobacterium nucleatum [1480],unclassified Fusobacterium [1481],unclassified Fusobacterium [1482],Fusobacterium ulcerans [1483],Fusobacterium varium [1484],Fusobacterium mortiferum [1485],Peptostreptococcus stomatis [1530],Peptostreptococcus anaerobius [1531],[Eubacterium] yurii [1536],Eubacterium saphenum [1563],Eubacterium siraeum [1564],Faecalibacterium prausnitzii [1574],Faecalibacterium prausnitzii [1575],Faecalibacterium prausnitzii [1576],Faecalibacterium prausnitzii [1577],Eubacterium limosum [1582],Lachnospiraceae oral taxon 107 [1590],Eubacterium saburreum [1591],Eubacterium hallii [1597],unnamed Lachnospiraceae bacterium 1_4_56FAA [1612],unclassified Lachnospiraceae [1614],unnamed Lachnospiraceae bacterium 2_1_46FAA [1615],unnamed Lachnospiraceae bacterium 3_1_57FAA_CT1 [1624],Eubacterium eligens [1627],Eubacterium ventriosum [1629],Eubacterium rectale [1630],Roseburia intestinalis [1631],Roseburia inulinivorans [1632],Roseburia hominis [1633],Eubacterium cellulosolvens [1636],Escherichia coli [390],Escherichia albertii [391],Bifidobacterium animalis [967],Bifidobacterium bifidum [968],Bifidobacterium breve [969],Bifidobacterium longum [970],Bifidobacterium dentium [971],Bifidobacterium adolescentis [972],Bifidobacterium catenulatum-Bifidobacterium pseudocatenulatum complex [973],Bifidobacterium angulatum [974],Bifidobacterium gallicum [975]
CCIS51667829ST-4-0,3.66e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051179376,0.0,1.38e-06,0.0,0.0,0.0,0.000962319,0.000504743,0.0,0.0,0.0,0.0,0.0,3.49e-05,0.000242152,0.001867775,4.35e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4e-05,2.16e-05,1.06e-05,7.43e-06,6.6e-05,0.000366078,0.0,2.65e-05,8.18e-06,2.94e-05,0.0,2.32e-06,2.82e-06,1.27e-05,3.21e-05,2.22e-06,5.06e-06,6.03e-05,2.45e-05,2.66e-06,6.09e-06,6.13e-06,7.77e-05,0.0,1.85e-05,1.9e-05,1.28e-05,9.12e-05,0.00044637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21e-05,0.000932092,0.006767133,0.005585905,0.002190125,0.009222469,0.0,0.0,0.0,0.015562004,1.65e-06,0.0,0.0,3.06e-06,0.005897363,0.004884217,0.058458416,0.00301615,0.009525844,0.000120733,0.0,0.000382199,0.0,0.0,0.012240439,2.96e-06,0.007613724,8.93e-05,0.038229965,0.003953677,5.46e-05,0.0
CCIS27927933ST-4-0,0.002744723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,1.9e-05,0.0,4.11e-05,3.57e-05,0.000234939,8.49e-06,7.67e-05,1.28e-05,3.84e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62e-05,3.27e-05,6.38e-06,1.96e-06,3.52e-05,0.0,0.0,4.28e-06,5.5e-07,1.02e-06,0.0,1.23e-06,1.21e-07,0.0,0.0,0.0,0.0,5.74e-06,0.0,0.0,0.0,7.27e-07,1.9e-06,0.0,1.05e-06,0.0,8.54e-07,3.78e-06,1.3e-05,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,7.18e-06,7.34e-06,3.69e-05,0.001367746,0.001205278,1.2e-05,0.000427496,0.0,0.0,0.00564109,0.0,0.0,1.12e-06,4.03e-05,1.32e-05,0.0,6.4e-05,4.07e-06,0.000842923,2.1e-05,0.0,7.09e-05,0.0,3.28e-06,4.38e-05,0.009908135,0.266170611,6.09e-05,0.001833467,0.071837391,1.59e-05,5.07e-06
CCIS45571137ST-3-0,5.81e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.03e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000582969,0.0,0.0,0.000204616,0.0,0.0,0.0,0.000282724,0.0,0.0,0.0,0.0,0.0,0.0,6.53e-05,9.66e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03e-06,9.27e-06,6.88e-06,2.1e-07,5.16e-06,5.24e-06,1.76e-05,5.47e-05,3.64e-05,4.9e-06,2.11e-05,9.95e-06,1.15e-05,0.0,2.6e-06,3.85e-05,1.98e-05,0.0,4.86e-07,7.09e-06,1.52e-05,8.86e-07,1.51e-05,1.31e-06,1.39e-05,7.89e-05,6.5e-05,0.0,0.0,1.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004126593,0.001054302,0.001152968,0.007305134,0.001431099,0.0,0.0,0.0,0.001575164,0.0,0.0,0.0,2.86e-05,0.014699366,0.005319927,0.017198293,0.003118164,0.000789907,3.78e-05,0.0,9.67e-05,0.0,0.0,3.73e-06,0.0,0.000474766,4.29e-06,0.000979907,4.94e-05,0.0,0.0
CCIS81139242ST-4-0,1.08e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.38e-06,0.000741418,0.0,0.0,0.0,0.0,0.0,5.75e-05,0.000212206,8.87e-06,2.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25e-06,3.82e-06,0.0,4.63e-06,1.29e-05,5.39e-05,8.26e-06,5.53e-05,1.36e-05,0.000101367,5.23e-05,6.61e-06,2e-05,1.74e-05,1.38e-05,0.0,1.24e-05,8.97e-05,5.1e-05,3.87e-05,1.39e-05,4.08e-06,0.000134488,3.37e-05,3.77e-05,3.52e-05,3.54e-06,8.95e-05,0.000125415,0.0,0.0,0.0,0.0,8.83e-06,0.0,0.0,0.0,0.0,0.0,1.29e-05,0.0,0.0,1.79e-05,9.44e-06,0.003087744,0.063531271,0.000965681,0.006093962,0.0,0.0,0.0,0.019831775,0.001062652,0.0,0.0,0.0,0.024562952,0.00732901,6.65e-05,1.81e-05,0.00564586,0.0,0.0,2.35e-05,0.0,0.0,0.003764396,3.86e-06,0.009227608,1.02e-05,2.01e-06,0.000263678,1.78e-05,0.0
CCIS21126322ST-4-0,0.002254799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25e-07,0.0,0.0,0.0,7.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49e-05,0.0,1.45e-06,0.0,0.0,0.0,0.00021892,0.0020744,0.0,0.0,0.0,0.0,0.0,0.006208088,3.27e-05,0.000472628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16e-06,2e-05,0.0,0.0,1.21e-05,2.93e-06,0.0,2.98e-06,2.99e-06,2.02e-05,0.0,0.0,2.85e-06,0.0,0.0,4.52e-06,0.0,2.2e-06,0.0,0.0,0.0,0.0,1.68e-05,0.0,6.86e-06,0.0,0.0,2.92e-05,3.13e-05,0.0,0.0,2.48e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001670136,0.012677968,0.011658263,0.008735438,0.001681072,5.43e-06,0.0,0.0,0.006573377,0.0,0.0,0.0,0.0,0.012962149,0.004233637,0.04197952,0.012971658,0.003673145,0.000497477,0.0,1.12e-05,0.0,0.0,7.29e-06,3.27e-06,0.001833884,2.14e-05,0.001527911,2.84e-05,0.0,0.0
CCIS17669415ST-4-0,0.002769234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49e-06,9.78e-06,0.0,0.0,0.0,0.0,0.0,1.36e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.53e-05,0.0,0.0,0.000121079,0.0,0.0,0.0,0.0,0.0,0.0,0.000148183,0.00047631,0.0,0.001276158,0.001524617,0.027512731,0.001231792,0.000206066,0.0,2.85e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.25e-06,0.0,0.0,0.0,0.0,0.000958849,0.001002658,0.00016874,3.58e-05,0.000402848,0.001489975,2.36e-05,7.2e-05,1.82e-05,0.000103823,5.33e-05,4.53e-05,5.6e-06,0.000154613,5.12e-06,4.55e-05,8.13e-05,0.000188225,0.000101442,5e-05,0.00015736,5.16e-05,0.000201278,4.51e-05,0.000466908,2.8e-05,5.35e-05,0.000445896,0.008430289,0.0,0.0,0.000116678,1.98e-06,2.63e-05,3.27e-05,6.8e-07,2.72e-05,0.0,0.0,0.000109247,0.0,0.0,0.0,0.001013847,0.000140732,0.008947794,0.005801288,0.001627332,6.37e-05,0.0,0.0,0.006170847,1.51e-05,0.0,0.0,0.000208841,0.000122526,0.007355387,0.000442763,7.01e-05,0.000118512,0.003006836,0.0,0.003239825,0.0,0.0,0.007104948,0.000201269,0.006387576,0.000211408,0.005446003,0.001291412,3.43e-05,0.0
CCIS44676181ST-4-0,0.00925163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33e-05,0.0,0.020246537,0.000124536,0.001607232,1.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07e-06,1.21e-05,6.65e-06,4.68e-06,9.42e-05,5.91e-06,0.0,2.01e-06,1.64e-05,2.76e-05,4.17e-05,2.93e-05,2.64e-05,0.0,0.0,1.03e-05,0.0,5.09e-05,6.91e-06,6.63e-06,2.98e-05,2.23e-06,9.3e-05,6.95e-05,5.14e-05,1.88e-05,1.58e-05,8.61e-05,0.001021133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016679165,0.019286168,0.002158231,0.011638147,0.001492658,0.0,0.0,0.0,0.016557933,0.000533513,3.12e-06,0.0,4.57e-05,0.049022039,0.004459887,0.013261735,0.002076726,0.006969246,0.0014241,0.0,0.000306747,0.0,0.0,0.0,0.0,0.005544423,0.0,0.008736051,0.00030083,1.99e-05,0.0
CCIS29210128ST-4-0,0.006064332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000115477,0.0,0.0,0.0,0.0,0.001044309,3.05e-05,0.000179128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42e-05,1.56e-05,0.0,5.33e-06,5.15e-07,2.71e-05,0.0,4.53e-05,7.96e-06,0.000172888,1.91e-05,6.48e-05,1.71e-05,1.51e-05,0.0,0.0,5.62e-06,1.13e-05,1.85e-05,1.25e-05,7.23e-06,0.0,6.81e-05,7.9e-06,2.05e-05,7.24e-06,9.69e-06,4e-05,0.000126451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008204654,6.76e-05,0.0,3.77e-05,0.0,0.0,2.42e-05,0.0,4.7e-05,6.41e-05,0.012376557,0.000501723,0.0,0.0,0.0,1.57e-05,0.00033522,0.0,0.0,0.0,4.5e-06,0.008489913,2.16e-05,0.007594534,0.000352444,0.0,0.0,6.87e-05,0.0,1.43e-05,3.15e-06,0.0,0.001408962,0.0,2.75e-05,0.003602715,4.93e-05,0.0
CCIS48725289ST-4-0,0.000654937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11e-06,0.0,3.84e-06,4.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15e-05,0.0,0.0,0.0,0.0,0.0,6.39e-06,6.92e-05,0.0,0.000560997,6.52e-06,0.000254014,1.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72e-06,8.14e-05,0.0,5.91e-05,0.000132259,0.000476166,4.31e-06,6.07e-05,6.19e-05,9.49e-05,3.28e-05,6.1e-05,2.3e-06,2.68e-05,0.0,6.54e-06,0.0,0.00021222,7.25e-05,5.83e-05,8.53e-05,1.65e-05,0.000380038,3.55e-05,3.28e-05,2.73e-05,3.73e-05,0.000862922,0.000175403,0.0,0.0,0.0,0.0,0.0,2.4e-05,0.0,0.0,0.0,0.0,1.26e-05,0.0,0.0,8.09e-06,0.005222675,0.011408567,0.00643191,0.003871255,0.031619614,0.0,0.0,0.0,0.020060861,0.0,0.0,1.32e-06,0.0,0.015520099,0.001329907,0.042233058,0.020754171,0.011547548,5.94e-05,0.0,5.06e-05,0.0,0.0,1.09e-05,0.0,0.000345277,0.000102453,0.001449478,6.07e-05,0.0,0.0
CCIS64785924ST-20-0,0.040283203,0.0,0.0,0.0,0.0,9.44e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46e-06,1.89e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2e-05,0.0,0.00928289,0.000307148,0.018550562,5.17e-05,0.0,0.0,0.0,0.0,3.37e-05,0.0,0.0,0.0,0.0,5.76e-05,0.0,0.0,0.0,0.0,3.88e-05,0.0,5.93e-05,0.0,3.56e-05,0.000155541,0.0,3.02e-05,0.0,9.74e-06,1.18e-05,0.0,0.0,8.61e-06,0.0,0.0,7.77e-05,6e-06,0.0,1.93e-05,0.0,0.0,3.48e-05,1.03e-05,0.000255713,3.1e-05,1.71e-05,0.000438185,0.001339161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005180788,0.000539377,0.001659324,0.003689419,0.001450187,0.0,0.0,0.0,0.010188472,2.05e-05,0.0,0.0,9.88e-06,0.039327312,7.09e-05,0.007091123,0.000103973,0.000401602,0.000325222,0.0,0.0,0.0,0.0,0.0,2.74e-05,0.032911554,0.0,0.007498425,0.005790403,0.000105641,0.0
CCIS03473770ST-4-0,0.008276787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-06,1.57e-05,0.0,0.005338719,0.000273818,0.009032617,0.00016873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000175747,9.35e-05,1.94e-05,4.27e-05,0.000168059,0.000372952,2.48e-05,5.27e-05,4.55e-06,0.000127245,9.08e-06,5.61e-05,5.85e-06,4.91e-05,3.3e-05,0.0,2.09e-05,7.07e-05,1.36e-05,4.28e-05,3.47e-05,2.35e-05,0.000202335,2.33e-05,0.000107316,6.62e-05,8.41e-06,0.000427924,0.00042553,0.0,0.0,0.0,0.0,0.0,0.0,5.66e-06,0.0,0.0,0.0,5.47e-06,0.0,0.0,0.0,0.005692318,0.007497137,0.009936314,0.014086126,0.005920702,0.0,0.0,0.0,0.011948181,0.0,0.0,0.0,0.000105568,0.003872018,0.002876625,0.041848195,3.48e-06,0.005347214,0.002337674,0.0,0.006077684,0.0,9.73e-06,0.000588858,0.0,0.012465226,0.000337992,6.2e-05,0.002608148,5.1e-06,0.0
CCIS10706551ST-3-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02e-06,0.0,0.0,0.00023799,0.0,0.0,0.000108147,0.0,0.0,0.0,0.0,0.0,0.0,0.004304202,3.35e-05,0.000442157,2.45e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91e-06,1.03e-05,1.86e-07,1.2e-05,5.05e-06,0.0,3.84e-06,2.05e-07,0.0,0.0,0.0,0.0,3.8e-06,9.77e-06,0.0,7.17e-07,7.29e-06,0.0,2.67e-05,6.52e-06,8.79e-06,0.0,8.26e-06,5.54e-05,0.000236149,0.0,0.0,1.17e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.75e-06,0.0,0.0,0.0,0.0,0.000228876,0.000792065,0.00154602,0.001792764,0.005538602,0.0,0.0,0.0,0.000276089,0.0,0.0,2e-06,0.0,0.07196057,0.001042264,0.034971068,0.001881435,0.008092283,0.005283334,0.0,1.22e-05,0.0,4.06e-05,0.0,0.0,0.000373324,0.0,0.001268129,0.000110859,9.8e-06,0.0
CCIS64773582ST-4-0,3.37e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2e-06,0.0,0.0,0.0,0.0,8.94e-06,0.0,0.0,0.0,0.0,2.04e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-05,0.0,0.0,5.99e-06,0.0,0.000684241,8.81e-05,0.000214626,2.18e-05,3.54e-06,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26e-05,0.0,0.000102857,6.14e-06,0.0,5.74e-06,0.0,8.64e-06,1.13e-07,1.13e-07,3.61e-06,3.02e-06,8.08e-06,1.86e-06,0.0,1.06e-05,9.1e-06,0.0,4.64e-06,0.0,1.29e-05,2.46e-05,1.14e-05,6.72e-06,6.18e-06,0.000100291,0.000507179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009675269,0.000729485,0.024534676,0.005399089,0.024115164,1.09e-05,0.0,0.0,7.66e-05,0.0,0.0,0.0,1.45e-05,0.009548061,0.000210032,0.035575795,0.000762781,0.003310018,0.002217675,0.0,0.004799857,3.17e-05,0.000107101,0.0,0.0,0.001183464,2.2e-05,0.0,0.0,0.0,0.0
CCIS06260551ST-3-0,0.00032518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6e-05,0.0,0.0,1.39e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72e-05,0.0,0.000169135,0.00013901,0.000735517,3.15e-05,1.37e-05,2.57e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000437335,0.000464449,2.99e-05,2.41e-05,6.56e-05,1.63e-05,0.0,5.55e-05,2.72e-05,1.48e-05,2.35e-05,0.0,2.21e-05,2.06e-05,2.2e-05,2.64e-05,2.72e-05,0.000124108,0.000181967,0.000278319,0.000203201,3.25e-05,7.51e-05,3.44e-05,5.39e-05,3.39e-05,8.48e-06,2.99e-05,0.000270091,0.0,0.0,0.0,0.0,0.0,6.23e-05,0.0,0.0,0.0,2.09e-05,4.4e-05,0.0,0.0,0.0,0.008502904,6.36e-05,0.000238197,0.000360565,4.44e-05,0.0,0.0,0.0,0.003734429,0.0,0.000182703,0.0,0.000624396,0.000557372,0.001038119,0.00118296,0.000178636,0.001193069,7.56e-05,0.0,0.028773103,0.000773533,0.0,0.0,4.77e-06,1.44e-05,0.000428092,0.000205766,0.0,0.0,0.0
CCIS40244499ST-3-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129138647,0.0,0.0,0.000320167,0.0,0.0,0.0,0.000484092,0.000215066,0.0,0.0,7.7e-05,0.0,0.000569514,0.000579041,0.004826264,0.000263546,9.64e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25e-05,3e-05,3.39e-05,5.82e-05,3.69e-05,0.000137906,0.0,0.000102254,5.92e-05,7.44e-05,4.53e-05,6.95e-05,1.73e-05,5.15e-05,3.78e-05,1.41e-05,0.0,0.00016357,5.98e-05,6.22e-05,4.71e-05,6.08e-05,0.000199891,2.52e-05,0.000209092,5.71e-05,1.76e-05,0.000210969,0.002770149,0.0,0.0,0.0,5.78e-05,2.48e-05,0.00011242,6.12e-06,0.0,0.0,0.068397966,0.00026357,0.0,0.0,0.0,0.002994963,0.019762915,0.000381281,0.004916799,0.004164577,0.0,0.0,0.0,0.00016237,0.0,0.0,0.0,1.56e-05,0.003073718,0.006445629,0.001417533,0.000118559,0.024566555,0.000297441,3.31e-06,0.00010405,4.68e-06,0.0,0.0,0.0,0.0,2.44e-05,0.0,0.0,0.0,0.0
CCIS85214191ST-3-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63e-05,0.0,3.54e-05,2.12e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-06,0.0,1.29e-05,0.0,2.1e-05,1.4e-05,2.23e-06,9.56e-07,3.57e-06,1.13e-05,0.0,1.55e-05,0.0,0.0,2.89e-05,1.54e-05,0.0,2.52e-05,0.0,0.000111136,1.18e-05,2.88e-05,0.000345492,4.68e-06,4.3e-05,7.77e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001799204,3.94e-05,5.89e-05,5.01e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.66e-06,0.000206285,1.5e-05,0.0,8.46e-06,0.007567051,7.21e-06,0.0,0.0,0.021694861,0.0,5.36e-05,0.0,0.0,0.0,0.000259126,0.0,0.0,0.0,0.0
CCIS08668806ST-3-0,0.00061879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.51e-06,0.0,0.0,0.0,0.0,0.0,8.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001529827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105228,0.0,1.29e-05,0.0,0.0,0.000101984,9.9e-05,0.000474273,9.89e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62e-05,0.0,0.0,0.0,7.02e-06,1.06e-05,0.0,0.0,0.0,0.0,0.0,7.66e-06,0.0,0.0,0.0,0.0,0.0,5.24e-06,1.37e-06,1.95e-06,1.25e-05,0.0,7.78e-07,0.0,1.02e-05,0.0,0.0,1.18e-06,0.000237259,0.0,0.0,1.31e-05,0.0,0.0,2.56e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021794709,0.003867739,0.000738052,0.001470796,0.003504963,0.0,0.0,0.0,0.001604207,3.35e-05,0.0,0.0,0.000100119,0.014764465,0.000973724,0.048358905,0.001858452,0.001424778,0.00043296,0.0,0.000686663,0.0,0.0,3.07e-05,0.0,0.001319967,0.000136663,7.45e-05,0.003570812,1.23e-05,0.0
CCIS50369211ST-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7e-05,0.0,0.0,0.0,0.0,0.0,0.000268019,0.013625665,3.64e-05,0.0,0.0,4.71e-05,0.0,0.023391681,0.000457583,0.001415208,0.0,0.0,7.43e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27e-05,0.0,3.36e-05,1.21e-05,4.57e-05,3.78e-05,0.0,3.97e-06,0.0,1.34e-05,0.0,1.12e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.21e-05,0.0,2.44e-05,0.0,0.0,0.0,2e-05,3.9e-05,0.0,2.39e-05,0.000243709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000180567,8.38e-05,5.41e-05,1.92e-05,0.005235293,0.0,0.0,0.000101118,0.003347013,0.0,0.0,0.001373911,0.0,9.62e-06,0.003240639,0.000290461,1.16e-05,0.0,0.0,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.28e-05,0.0,0.0,0.0
